genotype,condition,panel,metric,n_mice,mean,sd,sem
IFNg_KO_het,PR8,LEFT@damaged_core,morph_chord_n_total,1,38860.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_core,morph_chord_truncated_fraction,1,0.014930669978960176,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_core,morph_chord_truncated_length_fraction,1,0.041561679572268986,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_core,morph_wall_thickness_edmmean_um,1,3.9118524690972403,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_core,morph_wall_thickness_2a_over_b_um,1,2.743059861849547,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_core,morph_wall_thickness_edmmedian_um,1,3.372600395700765,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_core,morph_wall_dist_p90_um,1,2.1202595155709347,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_core,morph_wall_estimator_ratio,1,1.4260908132203933,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_core,morph_airspace_width_edmmean_um,1,13.739410503669774,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_core,morph_airspace_width_edmmedian_um,1,9.966641904559765,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_core,morph_boundary_length_density_per_um,1,0.11834228656093652,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_core,morph_surface_density_per_um,1,0.15067807906376499,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_core,morph_surface_density_mm2_per_mm3,1,150.67807906376498,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_core,morph_perimeter_total_mm,1,35.64143412950589,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_core,morph_airspace_component_count,1,126.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_core,morph_mean_airspace_component_area_um2,1,18.25777705340297,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_core,morph_mean_airspace_component_eqdiam_um,1,4.821464895999027,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_core,morph_confluent_airspace_fraction,1,0.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_core,morph_airspace_component_density_per_mm2,1,418.3649864508053,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_core,morph_lowairspace_fraction_of_compartment,1,0.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_core,morph_n_slide_rows,1,1.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_core,morph_airspace_dist_p90_um,1,7.099980007996803,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_compartment_area_mm2,1,3.6214581302264293,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_measured_area_mm2,1,3.6214581302264293,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_tissue_area_mm2,1,0.6791805100072487,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_tissue_fraction,1,0.18754338324071232,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_airspace_fraction,1,0.8124566167592877,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_finepass_coverage_of_compartment,1,1.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_mli_dir000_um,1,15.97816830465822,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_mli_dir045_um,1,17.050523282501345,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_mli_dir090_um,1,15.728426495417217,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_mli_dir135_um,1,16.85539694253701,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_mli_direct_um,1,16.40312875627845,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_mli_anisotropy_ratio,1,1.0840577909983142,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_mli_n_orientations,1,4.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_mli_indirect_um,1,27.313998234563545,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_chord_n_total,1,337365.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_chord_truncated_fraction,1,0.5331615602933057,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_chord_truncated_length_fraction,1,0.47234757361128105,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_wall_thickness_edmmean_um,1,5.116525452680654,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_wall_thickness_2a_over_b_um,1,3.244333127130231,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_wall_thickness_edmmedian_um,1,3.53870679650187,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_wall_dist_p90_um,1,2.353728435743361,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_wall_estimator_ratio,1,1.5770653789817408,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_airspace_width_edmmean_um,1,11.65168001964902,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_airspace_width_edmmedian_um,1,8.931954096860634,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_boundary_length_density_per_um,1,0.11561290156822056,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_surface_density_per_um,1,0.14720291815823233,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_surface_density_mm2_per_mm3,1,147.20291815823234,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_perimeter_total_mm,1,418.68728234330024,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_airspace_component_count,1,5523.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_mean_airspace_component_area_um2,1,92.56007489138621,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_mean_airspace_component_eqdiam_um,1,10.855926842760185,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_confluent_airspace_fraction,1,0.030993890627328265,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_airspace_component_density_per_mm2,1,1525.0763094297263,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_lowairspace_fraction_of_compartment,1,0.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_n_slide_rows,1,1.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@damaged_edge,morph_airspace_dist_p90_um,1,6.218347548725901,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_compartment_area_mm2,1,54.551112491056315,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_measured_area_mm2,1,54.551112491056315,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_tissue_area_mm2,1,12.159805478091185,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_tissue_fraction,1,0.22290664521433529,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_airspace_fraction,1,0.7770933547856647,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_finepass_coverage_of_compartment,1,1.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_mli_dir000_um,1,15.742493164866012,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_mli_dir045_um,1,16.464045351301515,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_mli_dir090_um,1,15.518999209290842,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_mli_dir135_um,1,16.45191099142388,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_mli_direct_um,1,16.044362179220563,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_mli_anisotropy_ratio,1,1.0608960751441303,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_mli_n_orientations,1,4.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_mli_indirect_um,1,26.785761171392252,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_chord_n_total,1,5211578.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_chord_truncated_fraction,1,0.4690011992252414,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_chord_truncated_length_fraction,1,0.4331948046759894,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_wall_thickness_edmmean_um,1,5.375029063898002,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_wall_thickness_2a_over_b_um,1,3.7882831289595735,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_wall_thickness_edmmedian_um,1,3.723224172386945,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_wall_dist_p90_um,1,2.4376634438833817,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_wall_estimator_ratio,1,1.4188562155791713,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_airspace_width_edmmean_um,1,12.099668770111583,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_airspace_width_edmmedian_um,1,9.121798986657765,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_boundary_length_density_per_um,1,0.1176821465694171,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_surface_density_per_um,1,0.1498375627215013,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_surface_density_mm2_per_mm3,1,149.8375627215013,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_perimeter_total_mm,1,6419.692015697249,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_airspace_component_count,1,53440.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_mean_airspace_component_area_um2,1,719.4637279490103,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_mean_airspace_component_eqdiam_um,1,30.266312451755017,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_confluent_airspace_fraction,1,0.8676716815044712,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_airspace_component_density_per_mm2,1,979.6317171123048,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_lowairspace_fraction_of_compartment,1,0.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_n_slide_rows,1,2.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact,morph_airspace_dist_p90_um,1,6.340229033260937,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_compartment_area_mm2,1,4.904470815746917,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_measured_area_mm2,1,4.904470815746917,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_tissue_area_mm2,1,1.1667051441747092,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_tissue_fraction,1,0.2378860407179379,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_airspace_fraction,1,0.762113959282062,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_finepass_coverage_of_compartment,1,1.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_mli_dir000_um,1,17.20167219834561,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_mli_dir045_um,1,17.874014637446535,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_mli_dir090_um,1,17.149785584106567,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_mli_dir135_um,1,17.955460891835315,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_mli_direct_um,1,17.545233327933506,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_mli_anisotropy_ratio,1,1.0469787394004157,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_mli_n_orientations,1,4.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_mli_indirect_um,1,25.116288943590686,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_chord_n_total,1,672831.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_chord_truncated_fraction,1,0.013804344161735671,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_chord_truncated_length_fraction,1,0.05098550710111131,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_wall_thickness_edmmean_um,1,5.830791851552382,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_wall_thickness_2a_over_b_um,1,3.790295734361067,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_wall_thickness_edmmedian_um,1,3.756811938312601,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_wall_dist_p90_um,1,2.4929708569727693,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_wall_estimator_ratio,1,1.538347469484537,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_airspace_width_edmmean_um,1,15.188311067605714,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_airspace_width_edmmedian_um,1,9.77123616983599,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_boundary_length_density_per_um,1,0.12552373608284606,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_surface_density_per_um,1,0.15982178458357965,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_surface_density_mm2_per_mm3,1,159.82178458357964,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_perimeter_total_mm,1,615.6275003018368,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_airspace_component_count,1,3808.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_mean_airspace_component_area_um2,1,108.19706621761954,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_mean_airspace_component_eqdiam_um,1,11.737153970729112,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_confluent_airspace_fraction,1,0.5303394468273923,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_airspace_component_density_per_mm2,1,776.4344295359148,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_lowairspace_fraction_of_compartment,1,0.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_n_slide_rows,1,1.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_core,morph_airspace_dist_p90_um,1,7.405036203206988,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_compartment_area_mm2,1,49.6466416753094,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_measured_area_mm2,1,49.6466416753094,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_tissue_area_mm2,1,10.993100333916475,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_tissue_fraction,1,0.2214268672151421,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_airspace_fraction,1,0.7785731327848578,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_finepass_coverage_of_compartment,1,1.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_mli_dir000_um,1,15.525094528999569,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_mli_dir045_um,1,16.255527337363432,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_mli_dir090_um,1,15.27500587410192,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_mli_dir135_um,1,16.230820887447724,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_mli_direct_um,1,15.821612156978162,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_mli_anisotropy_ratio,1,1.0641912331388326,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_mli_n_orientations,1,4.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_mli_indirect_um,1,26.96280922040996,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_chord_n_total,1,4538747.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_chord_truncated_fraction,1,0.5030072529507783,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_chord_truncated_length_fraction,1,0.4683583309563441,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_wall_thickness_edmmean_um,1,5.326658652209934,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_wall_thickness_2a_over_b_um,1,3.7880696552414355,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_wall_thickness_edmmedian_um,1,3.7197347124030173,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_wall_dist_p90_um,1,2.4319116733860757,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_wall_estimator_ratio,1,1.4061670288558714,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_airspace_width_edmmean_um,1,11.800999599041955,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_airspace_width_edmmedian_um,1,9.065032379213267,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_boundary_length_density_per_um,1,0.11690749503972851,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_surface_density_per_um,1,0.14885124576051223,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_surface_density_mm2_per_mm3,1,148.85124576051223,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_perimeter_total_mm,1,5804.064515395412,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_airspace_component_count,1,49632.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_mean_airspace_component_area_um2,1,766.3629753674728,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_mean_airspace_component_eqdiam_um,1,31.237215718734692,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_confluent_airspace_fraction,1,0.8713257272242803,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_airspace_component_density_per_mm2,1,999.7050822610489,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_lowairspace_fraction_of_compartment,1,0.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_n_slide_rows,1,1.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@intact_edge,morph_airspace_dist_p90_um,1,6.289645761902171,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_compartment_area_mm2,1,58.47374305224767,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_measured_area_mm2,1,58.47374305224767,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_tissue_area_mm2,1,12.887869281788133,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_tissue_fraction,1,0.22040438338747217,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_airspace_fraction,1,0.7795956166125279,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_finepass_coverage_of_compartment,1,1.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_mli_dir000_um,1,15.790131463928306,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_mli_dir045_um,1,16.532015186940306,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_mli_dir090_um,1,15.563353858966863,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_mli_dir135_um,1,16.51018993962836,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_mli_direct_um,1,16.09892261236596,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_mli_anisotropy_ratio,1,1.0622398833022322,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_mli_n_orientations,1,4.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_mli_indirect_um,1,26.817522384290292,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_chord_n_total,1,5587803.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_chord_truncated_fraction,1,0.47169137898138735,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_chord_truncated_length_fraction,1,0.43370574704201964,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_wall_thickness_edmmean_um,1,5.355856344163947,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_wall_thickness_2a_over_b_um,1,3.749732444498919,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_wall_thickness_edmmedian_um,1,3.7107554424858065,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_wall_dist_p90_um,1,2.433402075501883,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_wall_estimator_ratio,1,1.4283302671424751,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_airspace_width_edmmean_um,1,12.079828890506853,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_airspace_width_edmmedian_um,1,9.113502296313824,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_boundary_length_density_per_um,1,0.11755739197382925,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_surface_density_per_um,1,0.14967872023701143,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_surface_density_mm2_per_mm3,1,149.67872023701142,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_perimeter_total_mm,1,6874.0207321700545,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_airspace_component_count,1,59089.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_mean_airspace_component_area_um2,1,659.3723264081125,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_mean_airspace_component_eqdiam_um,1,28.97479802667881,0.0,0.0
