genotype,condition,panel,metric,n_mice,mean,sd,sem
IFNg_KO_het,PR8,LEFT@parenchyma,morph_confluent_airspace_fraction,1,0.8566425410971801,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_airspace_component_density_per_mm2,1,1010.5219354130038,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_lowairspace_fraction_of_compartment,1,0.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_n_slide_rows,1,4.0,0.0,0.0
IFNg_KO_het,PR8,LEFT@parenchyma,morph_airspace_dist_p90_um,1,6.335633651241701,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_compartment_area_mm2,1,0.5116968125461809,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_measured_area_mm2,1,0.5116968125461809,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_tissue_area_mm2,1,0.09976236796247147,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_tissue_fraction,1,0.19496382528954656,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_airspace_fraction,1,0.8050361747104535,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_finepass_coverage_of_compartment,1,1.0,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_mli_dir000_um,1,12.250446264238565,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_mli_dir045_um,1,11.828223407627428,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_mli_dir090_um,1,10.50374108830667,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_mli_dir135_um,1,13.107447203639786,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_mli_direct_um,1,11.922464490953113,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_mli_anisotropy_ratio,1,1.2478836914812859,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_mli_n_orientations,1,4.0,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_mli_indirect_um,1,27.697117350867778,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_chord_n_total,1,23716.0,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_chord_truncated_fraction,1,0.8388836804847892,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_chord_truncated_length_fraction,1,0.8079402880983454,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_wall_thickness_edmmean_um,1,4.513240327089083,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_wall_thickness_2a_over_b_um,1,3.409572807488969,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_wall_thickness_edmmedian_um,1,3.536877310332688,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_wall_dist_p90_um,1,2.306320106139187,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_wall_estimator_ratio,1,1.3236967156636044,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_airspace_width_edmmean_um,1,9.812914343580246,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_airspace_width_edmmedian_um,1,5.938944047508583,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_boundary_length_density_per_um,1,0.11436261156313632,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_surface_density_per_um,1,0.14561099948137193,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_surface_density_mm2_per_mm3,1,145.61099948137192,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_perimeter_total_mm,1,58.518983811313866,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_airspace_component_count,1,1994.0,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_mean_airspace_component_area_um2,1,102.09872338984702,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_mean_airspace_component_eqdiam_um,1,11.401584630520889,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_confluent_airspace_fraction,1,0.0,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_airspace_component_density_per_mm2,1,3896.838813745865,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_lowairspace_fraction_of_compartment,1,0.0,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_n_slide_rows,1,2.0,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged,morph_airspace_dist_p90_um,1,4.989558527202784,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_compartment_area_mm2,1,0.0030622282228773743,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_measured_area_mm2,1,0.0030622282228773743,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_tissue_area_mm2,1,8.950542691246056e-05,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_tissue_fraction,1,0.029228855721393034,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_airspace_fraction,1,0.9707711442786069,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_finepass_coverage_of_compartment,1,1.0,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_mli_dir000_um,1,65.73767758484705,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_mli_dir045_um,1,5.204265990806134,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_mli_dir090_um,1,8.624933843431744,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_mli_dir135_um,1,92.95397311356517,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_mli_direct_um,1,43.13021263316252,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_mli_anisotropy_ratio,1,17.86111111111112,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_mli_n_orientations,1,4.0,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_mli_indirect_um,1,170.0696943394996,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_chord_n_total,1,45.0,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_chord_truncated_fraction,1,0.3283582089552239,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_chord_truncated_length_fraction,1,0.2945501031176971,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_wall_thickness_edmmean_um,1,4.2616239219061045,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_wall_thickness_2a_over_b_um,1,3.222779241870158,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_wall_thickness_edmmedian_um,1,3.46875,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_wall_dist_p90_um,1,2.2687500000000003,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_wall_estimator_ratio,1,1.322344350037799,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_airspace_width_edmmean_um,1,78.90249575413202,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_boundary_length_density_per_um,1,0.018138912738206493,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_surface_density_per_um,1,0.02309518099678488,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_surface_density_mm2_per_mm3,1,23.09518099678488,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_perimeter_total_mm,1,0.05554549051924583,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_airspace_component_count,1,0.0,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_airspace_component_density_per_mm2,1,0.0,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_lowairspace_fraction_of_compartment,1,0.0,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_core,morph_n_slide_rows,1,1.0,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_compartment_area_mm2,1,0.5086345843233036,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_measured_area_mm2,1,0.5086345843233036,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_tissue_area_mm2,1,0.099672862535559,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_tissue_fraction,1,0.19596163062361469,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_airspace_fraction,1,0.8040383693763854,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_finepass_coverage_of_compartment,1,1.0,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_mli_dir000_um,1,12.137495689363025,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_mli_dir045_um,1,11.8312071722296,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_mli_dir090_um,1,10.505238145872307,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_mli_dir135_um,1,12.7895680825003,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_mli_direct_um,1,11.815877272491308,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_mli_anisotropy_ratio,1,1.2174467541723981,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_mli_n_orientations,1,4.0,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_mli_indirect_um,1,27.558223728422302,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_chord_n_total,1,23671.0,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_chord_truncated_fraction,1,0.8391161617877946,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_chord_truncated_length_fraction,1,0.809556673617423,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_wall_thickness_edmmean_um,1,4.513466276592198,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_wall_thickness_2a_over_b_um,1,3.4097502780676097,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_wall_thickness_edmmedian_um,1,3.5369413284782993,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_wall_dist_p90_um,1,2.306356392611373,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_wall_estimator_ratio,1,1.3236940856413955,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_airspace_width_edmmean_um,1,9.310705548280284,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_airspace_width_edmmedian_um,1,5.871193835870776,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_boundary_length_density_per_um,1,0.1149419251515809,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_surface_density_per_um,1,0.14634860445098202,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_surface_density_mm2_per_mm3,1,146.348604450982,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_perimeter_total_mm,1,58.46343832079462,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_airspace_component_count,1,1994.0,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_mean_airspace_component_area_um2,1,102.09872338984702,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_mean_airspace_component_eqdiam_um,1,11.401584630520889,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_confluent_airspace_fraction,1,0.0,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_airspace_component_density_per_mm2,1,3920.2996836183543,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_lowairspace_fraction_of_compartment,1,0.0,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_n_slide_rows,1,1.0,0.0,0.0
IFNg_KO_het,naive,LEFT@damaged_edge,morph_airspace_dist_p90_um,1,4.8722538574577525,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_compartment_area_mm2,1,54.315442797625,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_measured_area_mm2,1,54.315442797625,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_tissue_area_mm2,1,9.864214089168454,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_tissue_fraction,1,0.18160975186967962,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_airspace_fraction,1,0.8183902481303202,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_finepass_coverage_of_compartment,1,1.0,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_mli_dir000_um,1,18.493045791726782,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_mli_dir045_um,1,19.281723630176515,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_mli_dir090_um,1,18.25686449554983,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_mli_dir135_um,1,19.24944160251108,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_mli_direct_um,1,18.82026887999105,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_mli_anisotropy_ratio,1,1.0561355502680374,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_mli_n_orientations,1,4.0,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_mli_indirect_um,1,29.707869140175124,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_chord_n_total,1,4417562.0,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_chord_truncated_fraction,1,0.5211471667810983,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_chord_truncated_length_fraction,1,0.46328622846806905,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_wall_thickness_edmmean_um,1,4.705667583313022,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_wall_thickness_2a_over_b_um,1,3.4243029646440584,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_wall_thickness_edmmedian_um,1,3.581123378744265,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_wall_dist_p90_um,1,2.3283994033542785,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_wall_estimator_ratio,1,1.374197210906587,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_airspace_width_edmmean_um,1,12.604738941656338,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_airspace_width_edmmedian_um,1,9.44076562107895,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_boundary_length_density_per_um,1,0.10607107708914837,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_surface_density_per_um,1,0.13505388990255562,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_surface_density_mm2_per_mm3,1,135.05388990255562,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_perimeter_total_mm,1,5761.297520118111,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_airspace_component_count,1,34658.0,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_mean_airspace_component_area_um2,1,1125.8364466408502,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_mean_airspace_component_eqdiam_um,1,37.86105498750992,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_confluent_airspace_fraction,1,0.9232708103172641,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_airspace_component_density_per_mm2,1,638.087405991201,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_lowairspace_fraction_of_compartment,1,0.0,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_n_slide_rows,1,2.0,0.0,0.0
IFNg_KO_het,naive,LEFT@intact,morph_airspace_dist_p90_um,1,6.466438743747644,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_compartment_area_mm2,1,3.794565434616697,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_measured_area_mm2,1,3.794565434616697,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_tissue_area_mm2,1,0.6814181456800598,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_tissue_fraction,1,0.17957738703454257,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_airspace_fraction,1,0.8204226129654575,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_finepass_coverage_of_compartment,1,1.0,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_mli_dir000_um,1,22.322307540689533,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_mli_dir045_um,1,22.898438973395493,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_mli_dir090_um,1,22.191789685100247,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_mli_dir135_um,1,22.813135776073388,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_mli_direct_um,1,22.556417993814666,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_mli_anisotropy_ratio,1,1.0318428255820078,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_mli_n_orientations,1,4.0,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_mli_indirect_um,1,30.299326762854363,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_chord_n_total,1,425096.0,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_chord_truncated_fraction,1,0.03072036555251283,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_chord_truncated_length_fraction,1,0.08451990742276327,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_wall_thickness_edmmean_um,1,5.002453388912513,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_wall_thickness_2a_over_b_um,1,3.45523190022186,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_wall_thickness_edmmedian_um,1,3.6072389491036656,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_wall_dist_p90_um,1,2.3557064144595685,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_wall_estimator_ratio,1,1.447790925000231,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_airspace_width_edmmean_um,1,16.96424098357041,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_airspace_width_edmmedian_um,1,13.090814056939502,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_boundary_length_density_per_um,1,0.10394520091286025,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_surface_density_per_um,1,0.1323471402876952,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_surface_density_mm2_per_mm3,1,132.3471402876952,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_perimeter_total_mm,1,394.42686647822745,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_airspace_component_count,1,936.0,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_mean_airspace_component_area_um2,1,22.83617275107877,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_mean_airspace_component_eqdiam_um,1,5.392209027576459,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_confluent_airspace_fraction,1,0.0,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_airspace_component_density_per_mm2,1,246.66856221825802,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_lowairspace_fraction_of_compartment,1,0.0,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_n_slide_rows,1,1.0,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_core,morph_airspace_dist_p90_um,1,8.02604136969812,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_compartment_area_mm2,1,50.5208773630083,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_measured_area_mm2,1,50.5208773630083,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_tissue_area_mm2,1,9.182795943488394,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_tissue_fraction,1,0.18176240047272205,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_airspace_fraction,1,0.8182375995272779,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_finepass_coverage_of_compartment,1,1.0,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_mli_dir000_um,1,18.081948858194004,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_mli_dir045_um,1,18.898776016563364,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_mli_dir090_um,1,17.837291787287068,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_mli_dir135_um,1,18.870562789618177,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_mli_direct_um,1,18.42214486291565,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_mli_anisotropy_ratio,1,1.0595092709103313,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_mli_n_orientations,1,4.0,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_mli_indirect_um,1,29.664376373048725,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_chord_n_total,1,3992466.0,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_chord_truncated_fraction,1,0.5456256608684934,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_chord_truncated_length_fraction,1,0.4907038440000726,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_wall_thickness_edmmean_um,1,4.683644309077121,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_wall_thickness_2a_over_b_um,1,3.4220299076000638,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_wall_thickness_edmmedian_um,1,3.579219232712852,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_wall_dist_p90_um,1,2.3263539089782297,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_wall_estimator_ratio,1,1.3686742768305764,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_airspace_width_edmmean_um,1,12.276427334129968,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_airspace_width_edmmedian_um,1,9.365838355699713,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_boundary_length_density_per_um,1,0.1062307492222916,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_surface_density_per_um,1,0.13525719077666581,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_surface_density_mm2_per_mm3,1,135.25719077666582,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_perimeter_total_mm,1,5366.870653639884,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_airspace_component_count,1,33722.0,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_mean_airspace_component_area_um2,1,1156.4517202414916,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_mean_airspace_component_eqdiam_um,1,38.37238670956594,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_confluent_airspace_fraction,1,0.9237768533423343,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_airspace_component_density_per_mm2,1,667.4864285846994,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_lowairspace_fraction_of_compartment,1,0.0,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_n_slide_rows,1,1.0,0.0,0.0
IFNg_KO_het,naive,LEFT@intact_edge,morph_airspace_dist_p90_um,1,6.413128457615885,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_compartment_area_mm2,1,54.82713961017119,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_measured_area_mm2,1,54.82713961017119,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_tissue_area_mm2,1,9.963976457130924,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_tissue_fraction,1,0.18173438424795135,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_airspace_fraction,1,0.8182656157520485,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_finepass_coverage_of_compartment,1,1.0,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_mli_dir000_um,1,18.45820371104807,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_mli_dir045_um,1,19.24323008987376,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_mli_dir090_um,1,18.215103051858872,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_mli_dir135_um,1,19.216849126637822,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_mli_direct_um,1,18.78334649485463,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_mli_anisotropy_ratio,1,1.0564436575015679,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_mli_n_orientations,1,4.0,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_mli_indirect_um,1,29.687754217777506,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_chord_n_total,1,4441278.0,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_chord_truncated_fraction,1,0.5261373166177647,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_chord_truncated_length_fraction,1,0.46654185114520036,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_wall_thickness_edmmean_um,1,4.703740942997882,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_wall_thickness_2a_over_b_um,1,3.4241548510690825,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_wall_thickness_edmmedian_um,1,3.580667751025952,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_wall_dist_p90_um,1,2.3281825848219464,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_wall_estimator_ratio,1,1.3736939909505816,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_airspace_width_edmmean_um,1,12.579104353402707,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_airspace_width_edmmedian_um,1,9.426128058998477,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_boundary_length_density_per_um,1,0.1061484612421723,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_surface_density_per_um,1,0.13515241846632153,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_surface_density_mm2_per_mm3,1,135.15241846632154,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_perimeter_total_mm,1,5819.816503929425,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_airspace_component_count,1,36652.0,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_mean_airspace_component_area_um2,1,1070.1414499104535,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_mean_airspace_component_eqdiam_um,1,36.9126863352725,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_confluent_airspace_fraction,1,0.9184786017933784,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_airspace_component_density_per_mm2,1,668.5010427427177,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_lowairspace_fraction_of_compartment,1,0.0,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_n_slide_rows,1,4.0,0.0,0.0
IFNg_KO_het,naive,LEFT@parenchyma,morph_airspace_dist_p90_um,1,6.463038804555567,0.0,0.0
IFNg_KO_hom,PR8,LEFT@damaged,morph_compartment_area_mm2,1,3.283599900452099,0.0,0.0
