mouse_id,genotype,condition,panel_key,pair,metric,damaged,intact,ratio,pct_change,log2_ratio,damaged_area_mm2,intact_area_mm2
m4-2,IFNg_KO_het,naive,LEFT,damaged_core_vs_intact_core,morph_wall_thickness_2a_over_b_um,3.222779241870158,3.45523190022186,0.9327244407714642,-6.727555922853579,-0.10047717313662849,0.0030622282228773743,3.794565434616697
m4-2,IFNg_KO_het,naive,LEFT,damaged_core_vs_intact_core,morph_surface_density_per_um,0.02309518099678488,0.1323471402876952,0.17450457143675907,-82.5495428563241,-2.518663264167304,0.0030622282228773743,3.794565434616697
m4-2,IFNg_KO_het,naive,LEFT,damaged_core_vs_intact_core,morph_mli_anisotropy_ratio,17.86111111111112,1.0318428255820078,17.309914522143057,1630.9914522143056,4.113526695456455,0.0030622282228773743,3.794565434616697
m6,IFNg_KO_hom,naive,LEFT,damaged_vs_intact,morph_tissue_fraction,0.21242909152484973,0.21492784615095656,0.9883739837770867,-1.162601622291326,-0.016871058694317338,0.08997009338409123,50.29065417002319
m6,IFNg_KO_hom,naive,LEFT,damaged_vs_intact,morph_airspace_fraction,0.7875709084751504,0.7850721538490434,1.0031828343596907,0.31828343596906894,0.004584567251768133,0.08997009338409123,50.29065417002319
m6,IFNg_KO_hom,naive,LEFT,damaged_vs_intact,morph_mli_direct_um,7.6136885923956354,17.181412128651196,0.44313520538275675,-55.686479461724325,-1.174181146954268,0.08997009338409123,50.29065417002319
m6,IFNg_KO_hom,naive,LEFT,damaged_vs_intact,morph_mli_indirect_um,23.250993182061475,26.592831122331347,0.8743331266649694,-12.566687333503058,-0.19374503413174618,0.08997009338409123,50.29065417002319
m6,IFNg_KO_hom,naive,LEFT,damaged_vs_intact,morph_airspace_width_edmmean_um,5.655518509982217,11.69266452866654,0.48368090062934405,-51.631909937065586,-1.0478725244621838,0.08997009338409123,50.29065417002319
m6,IFNg_KO_hom,naive,LEFT,damaged_vs_intact,morph_airspace_width_edmmedian_um,3.7404808681822432,9.231751257033856,0.4051756556300513,-59.48243443699487,-1.3033806003062793,0.08997009338409123,50.29065417002319
m6,IFNg_KO_hom,naive,LEFT,damaged_vs_intact,morph_wall_thickness_edmmean_um,3.6359732657763026,4.9569104765010685,0.7335160243488652,-26.64839756511348,-0.4470996116115744,0.08997009338409123,50.29065417002319
m6,IFNg_KO_hom,naive,LEFT,damaged_vs_intact,morph_wall_thickness_edmmedian_um,3.30269989615784,3.657299916081172,0.9030432209389901,-9.695677906100986,-0.14713305608252572,0.08997009338409123,50.29065417002319
m6,IFNg_KO_hom,naive,LEFT,damaged_vs_intact,morph_wall_thickness_2a_over_b_um,3.106806491831971,3.6278436135062657,0.8563782849584525,-14.362171504154752,-0.22367988087802412,0.08997009338409123,50.29065417002319
m6,IFNg_KO_hom,naive,LEFT,damaged_vs_intact,morph_surface_density_per_um,0.17411648938722007,0.15086352232237996,1.1541324682526695,15.413246825266945,0.2068088221837067,0.08997009338409123,50.29065417002319
m6,IFNg_KO_hom,naive,LEFT,damaged_vs_intact,morph_mli_anisotropy_ratio,1.0865714442489123,1.048072151434908,1.0367334374463582,3.6733437446358153,0.052044999349136076,0.08997009338409123,50.29065417002319
m6,IFNg_KO_hom,naive,LEFT,damaged_vs_intact,morph_mean_airspace_component_eqdiam_um,8.540332291469694,33.651043112365116,0.2537910121523555,-74.62089878476445,-1.9782871169330338,0.08997009338409123,50.29065417002319
m6,IFNg_KO_hom,naive,LEFT,damaged_vs_intact,morph_confluent_airspace_fraction,0.0,0.9158019334270522,0.0,-100.0,,0.08997009338409123,50.29065417002319
